subject,age,frequency,time_ptsym,time_rdsym,volt_amp
1,60,4.470552619700368,0.48412094886271334,0.506720443594355,2.916936306051946e-05
1,91,4.708344602402793,0.5053650115280797,0.4890700773181481,1.7245509383366374e-05
1,127,5.310057633231231,0.5093177046228301,0.484558238862808,3.306302741831871e-05
1,156,5.255151983452587,0.5321324987721935,0.49161065509208435,2.599821949784447e-05
2,40,4.705986128138785,0.40972498815636066,0.44092033680744125,8.754939086736057e-06
2,69,4.548975882415131,0.5250015854331289,0.5049468253357652,9.43128812214423e-06
2,96,4.478076880579831,0.49051248781808304,0.4684535670764232,2.5878523097273432e-05
2,134,4.105827120425226,0.4888282951054963,0.46929677857766505,2.257667868782557e-05
2,161,4.2645027091823975,0.5155317573526336,0.491579356978757,2.5693065215781065e-05
2,195,4.172466057967601,0.526423011005586,0.47128161353998294,1.7156808960496914e-05
3,38,3.196246328349406,0.5426347383095105,0.5296993502825764,7.392623755566973e-05
3,73,3.444929527316835,0.5751296536946259,0.36430178419005294,1.0574266320123463e-05
3,101,3.918711575679025,0.47663451408698015,0.5136152069667737,2.2222877897439086e-05
3,134,4.539115002838937,0.5062882457636876,0.5039521529585573,2.2194875456879775e-05
3,159,4.38253089841893,0.5257761247320005,0.47971930514400773,2.2303286002148074e-05
3,190,4.293508772193961,0.5053026472360799,0.5322310770631902,6.016515507269927e-05
4,107,3.976904206455171,0.5537999473473407,0.5064847003542311,1.7681449696302666e-05
4,139,4.353744717056723,0.495185324254094,0.5276746769818212,1.8352086443285276e-05
4,167,4.271375764144051,0.5193324562422441,0.4961934042775444,1.7140783484479868e-05
5,135,5.098831167350488,0.5225186295674779,0.4727607492648646,2.743690711639316e-05
5,161,5.713015575659729,0.5078699258971231,0.49265678477307817,2.0567654414625335e-05
5,190,5.155020633865218,0.5280691380578523,0.47028986197842515,2.4683929219129397e-05
6,196,4.71364791200419,0.5150324640878975,0.4814324369409556,2.3517840101321264e-05
7,203,5.18366475112021,0.5205236890929101,0.4561289303311173,2.013723238496573e-05
9,72,4.524785538158544,0.506512571128841,0.4916637382414155,1.2507363783897512e-05
9,99,4.435814812969776,0.5297892568021608,0.4949203066846612,1.806831770580799e-05
9,135,3.67018511622491,0.50601604616921,0.45299366281034614,2.5708555156428537e-05
9,167,4.74115994434569,0.5289657185601191,0.5294549950901826,2.2467836424342375e-05
11,113,4.667882052506291,0.5017277194646762,0.5208550825384197,1.5468615895573624e-05
11,137,4.656611310463361,0.5209530452273161,0.5168244045829536,2.1311962019961136e-05
11,172,5.048499201558579,0.5142723141922733,0.47981411338238195,2.1133093870136693e-05
12,128,4.5377750033478685,0.4927318900932441,0.5374629330819086,1.6861651700304226e-05
12,159,4.4369664502628705,0.4990868760392186,0.5545841491573135,1.996963733783219e-05
12,188,4.53290596543316,0.4866980240711572,0.48195480537624336,1.810653255136146e-05
13,130,4.39083128390497,0.5027990130042014,0.474852613805066,2.042746908887862e-05
13,157,4.513420660157405,0.5378795046918646,0.5070411557713418,1.5370213940954935e-05
13,191,4.218260646957467,0.4958517584878734,0.4930569863220583,2.504445644202245e-05
14,131,4.565561737732254,0.5458903950130827,0.491068490078997,1.2727473103578486e-05
14,164,4.1914675402729555,0.5087806255733777,0.5164745802765894,2.2273211097731345e-05
14,193,4.526123392724908,0.5299695302343344,0.4582182481726514,1.9016626306036834e-05
15,94,4.11471850448115,0.5325217661546038,0.4728074015239066,1.712966137847116e-05
15,127,4.610458501995402,0.4943563216647421,0.4827697551958227,2.023267780101799e-05
15,154,4.384583774715256,0.5190625300861159,0.4782444982890229,2.3324641574498283e-05
17,79,4.740389566842782,0.5303756516575313,0.49945926336791524,1.2734302247993213e-05
17,103,4.105177810535869,0.5056777926504039,0.4682945724386212,1.538343735686766e-05
17,138,4.352548420246156,0.5045985676148362,0.5134555849428437,1.6196575377034296e-05
18,49,3.9425172071124255,0.4974441924608615,0.4763314177332453,2.424732357434005e-05
18,77,4.259831677116642,0.5144017098287803,0.512432029146862,1.3635238475177001e-05
18,108,4.113628288205152,0.5138587836409172,0.4646872800020773,2.6239277338160572e-05
19,132,4.89146325658966,0.48507585014045845,0.4935258339530274,2.417175605126684e-05
19,167,4.795811054793177,0.5008496811847775,0.48777584772498733,2.2317945173648935e-05
20,131,3.2952052906362637,0.48070438001984894,0.4988933000679703,2.0583184569857396e-05
20,159,4.266583736486598,0.5422023624296844,0.5238218302140955,2.6239281010825938e-05
20,192,5.346123718425048,0.5196477594920567,0.4895383357939801,2.329769855443415e-05
21,91,4.1910890883920615,0.5390315818890011,0.47757576932437545,3.3959631330216815e-05
21,125,5.329451495281348,0.481614779638878,0.4951041288997636,2.6291223828446723e-05
21,152,4.7087913479081385,0.5397139817265747,0.5222773975798767,3.071336902529878e-05
22,96,4.198243797850904,0.5085079565696644,0.4642119989711204,1.559225443789544e-05
22,125,4.625326313025047,0.5016978420037921,0.46497990449968796,2.2267386149457745e-05
22,158,5.0603961191573665,0.5318231175513333,0.490308411089569,2.5287697266168506e-05
22,193,4.717691934786028,0.522827052600765,0.5076319697909545,2.3106050510692195e-05
23,106,4.419812019662662,0.5286810834635947,0.491299458190572,1.2543371935610718e-05
23,144,4.1501410118399855,0.5268344161863788,0.4933523891637705,1.0639297787360484e-05
23,174,4.504201571522446,0.501597818093822,0.4931308591164364,1.0687592444046952e-05
24,109,4.3161983654664455,0.5078148448588026,0.4882120769283844,1.7721439346373747e-05
24,149,5.321271012257446,0.522885543834094,0.4895877035293791,2.311172550545682e-05
24,178,4.367953325225649,0.5003430754306729,0.4979189307839998,1.7337688438603993e-05
25,65,,,,
25,92,4.60588817006918,0.507511128056772,0.5271324154999527,1.3166889976785013e-05
25,120,4.30650297740685,0.5434750264306235,0.5139380562146858,1.547104967622072e-05
